19,3838.28,3729.54,3736.2,3531.2,3306.2,2965.06,3932.67,3620.96,3627.63,3422.63,3222.63,2327.46,3566.94,1944.57,3163.43,3379.29,447.59,385.13,0,829.05,1100.47,1525.06,1786.73,1995.06,1995.06,762.95,1019.87,1246.17,1756.73,1756.73,1961.73
18,3223.34,3114.6,3121.27,2916.27,2691.27,2350.13,3317.73,3006.03,3012.69,2807.69,2607.69,1712.52,2952,1329.63,2548.49,2764.36,605.8,443.92,829.05,0,526.14,950.73,1212.4,1420.73,1420.73,1325.24,1627.91,671.84,1182.4,1182.4,1387.4
24,2948.99,2840.25,2846.92,2641.92,2416.92,2075.78,3043.38,2731.68,2738.34,2533.34,2333.34,1438.17,2677.65,1055.28,2274.14,2490.01,831.7,715.34,1100.47,526.14,0,719.14,980.81,1189.14,1189.14,1551.13,1853.81,566.34,950.81,950.81,1155.81
23,2465.86,2357.12,2363.79,2158.79,1933.79,1592.65,2560.26,2248.55,2255.22,2050.22,1850.22,955.04,2194.52,572.15,1791.02,2006.88,1332.19,1139.93,1525.06,950.73,719.14,0,546.38,754.71,754.71,2077.43,2380.1,725.92,516.38,516.38,721.38
22,2334.95,2226.21,2232.88,2027.88,1802.88,1461.74,2594.71,2241.21,2234.55,2029.55,1806.21,989.5,2228.98,606.61,1825.47,2041.34,1586.87,1401.6,1786.73,1212.4,980.81,546.38,0,616.38,616.38,2306.3,2608.98,985.63,380,380,583.05
21,2122.88,2014.14,2020.81,1815.81,1590.81,1249.66,2395.87,2029.14,2022.48,1817.48,1594.14,990.11,2229.59,809.25,1826.08,2041.95,1789.51,1609.93,1995.06,1420.73,1189.14,754.71,616.38,0,0,2508.95,2811.62,1193.97,586.38,586.38,383.33
20,2122.88,2014.14,2020.81,1815.81,1590.81,1249.66,2395.87,2029.14,2022.48,1817.48,1594.14,990.11,2229.59,809.25,1826.08,2041.95,1789.51,1609.93,1995.06,1420.73,1189.14,754.71,616.38,0,0,2508.95,2811.62,1193.97,586.38,586.38,383.33
25,4110.13,4001.39,4008.05,3803.05,3578.05,3236.91,4204.52,3892.81,3899.48,3694.48,3494.48,2599.31,3838.79,2216.41,3435.28,3651.14,969.44,1068.66,762.95,1325.24,1551.13,2077.43,2306.3,2508.95,2508.95,0,302.68,1929.7,2440.26,2440.26,2645.26
26,4412.8,4304.06,4310.73,4105.73,3880.73,3539.58,4507.19,4195.49,4202.15,3997.15,3797.15,2901.98,4141.46,2519.09,3737.95,3953.82,1272.11,1371.33,1019.87,1627.91,1853.81,2380.1,2608.98,2811.62,2811.62,302.68,0,2232.37,2742.93,2742.93,2947.93
30,3191.78,3083.04,3089.71,2884.71,2659.71,2318.57,3286.17,2974.47,2981.13,2776.13,2576.13,1680.96,2920.44,1298.07,2516.93,2732.8,1053.3,861.04,1246.17,671.84,566.34,725.92,985.63,1193.97,1193.97,1929.7,2232.37,0,655.7,655.7,860.7
29,2709.26,2600.52,2607.19,2402.19,2177.19,1836.05,2974.71,2615.52,2608.86,2403.86,2180.52,1369.5,2608.98,986.61,2205.47,2421.34,1563.86,1371.6,1756.73,1182.4,950.81,516.38,380,586.38,586.38,2440.26,2742.93,655.7,0,0,553.05
28,2709.26,2600.52,2607.19,2402.19,2177.19,1836.05,2974.71,2615.52,2608.86,2403.86,2180.52,1369.5,2608.98,986.61,2205.47,2421.34,1563.86,1371.6,1756.73,1182.4,950.81,516.38,380,586.38,586.38,2440.26,2742.93,655.7,0,0,553.05
27,2506.22,2397.48,2404.14,2199.14,1974.14,1633,2779.2,2412.48,2405.81,2200.81,1977.48,1373.44,2612.92,1189.66,2209.41,2425.28,1768.86,1576.6,1961.73,1387.4,1155.81,721.38,583.05,383.33,383.33,2645.26,2947.93,860.7,553.05,553.05,0
