E1,Agave lechuguilla ,,,,,,,,,,,
E2,Agave salmiana ,,,,,,,,,,,
E3,Agave scabra ,,,,,,,,,,,
E4,Agave striata ,,,,,,,,,,,
E5,Opuntia cantabrigiensis ,,,,,,,,,,,
E6,Opuntia engelmani ,,,,,,,,,,,
E7,Opuntia robusta ,,,,,,,,,,,
E8,Opuntia streptacanta ,,,,,,,,,,,
E9,Prosopis laevigata ,,,,,,,,,,,
E10,Yucca filifera ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
